temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
34.8,6.7,4.6,23,Brown,5,221,15,Moderate
32.9,9.2,3.0,35,Green,15,33,138,Moderate
31.0,7.7,3.3,6,Green,30,190,46,Moderate
32.2,8.3,4.5,21,Light Green,17,91,116,Moderate
27.0,7.8,5.3,23,Black,24,132,134,Moderate
28.0,8.5,7.4,22,Green,26,185,15,Healthy
30.0,6.7,4.9,6,Green,34,86,75,Moderate
28.3,7.5,5.5,32,Green,38,221,68,Healthy
31.3,8.7,3.1,10,Dark Green,31,58,53,High
26.3,7.5,3.7,12,Green,19,46,83,Moderate
25.4,8.3,5.7,33,Black,24,70,29,High
28.0,8.2,7.3,27,Black,28,266,115,Moderate
33.8,7.9,3.5,7,Green,33,215,4,High
33.2,6.8,3.6,11,Light Green,2,281,78,Moderate
32.9,9.5,6.3,20,Dark Green,12,30,34,Moderate
29.9,7.9,3.5,20,Brown,25,299,4,Moderate
34.7,9.0,6.5,18,Black,11,35,150,Moderate
32.1,7.7,6.8,26,Black,31,98,33,Moderate
27.4,8.2,3.9,34,Brown,9,228,10,Moderate
24.6,8.9,7.0,15,Brown,36,256,106,Moderate
34.9,8.5,5.2,7,Black,0,224,20,Moderate
32.8,9.3,4.0,23,Dark Green,34,62,113,High
29.9,7.0,2.5,18,Green,19,134,21,Moderate
32.8,9.2,7.9,13,Black,21,75,42,High
34.2,7.5,6.2,31,Light Green,34,122,82,Moderate
24.1,7.4,4.0,29,Black,20,77,17,High
30.9,8.9,4.5,18,Black,1,281,109,Moderate
29.1,9.2,7.5,5,Brown,6,272,73,Moderate
30.0,8.4,2.9,26,Black,39,145,136,High
27.9,7.9,7.1,18,Dark Green,37,194,119,Moderate
26.0,8.8,3.9,13,Dark Green,22,211,43,High
30.2,9.5,7.8,16,Brown,33,144,78,Moderate
24.8,6.9,3.9,11,Black,24,48,76,High
26.6,7.2,4.3,30,Green,25,176,149,Moderate
27.6,7.4,6.4,13,Green,17,118,55,Moderate
30.3,9.4,6.2,23,Light Green,0,226,96,Healthy
31.5,8.2,5.7,17,Dark Green,40,43,45,Moderate
27.0,7.5,6.7,30,Brown,22,245,115,Moderate
32.1,8.8,2.2,19,Light Green,25,193,87,High
31.6,8.0,3.6,17,Brown,3,32,52,Moderate
30.8,8.6,7.7,21,Dark Green,21,66,35,Moderate
25.3,7.3,2.2,34,Light Green,33,239,61,High
27.2,7.3,7.4,24,Light Green,2,262,71,Healthy
32.7,9.4,7.8,25,Brown,35,109,100,Moderate
27.7,8.8,7.2,34,Green,22,221,52,Moderate
28.4,8.0,4.2,29,Dark Green,38,70,36,Moderate
27.0,6.7,4.3,17,Black,21,180,115,High
29.0,7.9,7.9,13,Dark Green,38,191,40,Moderate
33.6,9.2,3.8,6,Green,0,28,18,Moderate
28.4,9.1,4.7,16,Green,10,92,37,Moderate
26.3,8.2,4.7,28,Dark Green,10,217,108,Moderate
31.7,7.9,2.5,34,Black,15,282,108,High
34.6,7.6,5.0,35,Light Green,0,123,118,Healthy
25.7,7.7,2.2,6,Light Green,36,29,7,High
29.1,8.8,5.5,29,Brown,32,66,11,Moderate
29.0,8.1,8.0,31,Black,7,241,103,Moderate
34.8,7.7,3.3,28,Brown,23,50,94,High
29.2,7.4,6.0,26,Light Green,33,244,11,Moderate
25.8,9.1,7.0,21,Brown,0,140,106,Moderate
34.4,8.4,2.3,16,Light Green,8,163,57,Moderate
25.3,6.5,6.6,32,Green,34,166,67,Moderate
26.5,8.7,6.2,33,Brown,4,38,40,Healthy
30.8,7.0,2.4,16,Black,24,71,26,High
30.9,7.3,2.6,35,Black,3,30,47,Moderate
32.1,7.2,4.3,17,Brown,22,275,64,Moderate
25.9,8.9,7.4,22,Brown,39,116,118,Moderate
27.9,6.6,6.5,20,Green,5,181,92,Healthy
24.8,8.1,4.0,30,Green,7,186,23,Moderate
29.9,8.5,2.1,32,Light Green,19,22,80,Moderate
30.3,8.1,3.2,26,Dark Green,23,119,58,High
30.4,8.3,6.9,15,Light Green,5,266,119,Healthy
33.7,9.3,6.6,25,Green,2,278,12,Moderate
31.0,8.8,4.6,25,Brown,15,61,4,Moderate
28.0,8.4,5.4,6,Black,20,194,110,Moderate
31.6,7.9,4.3,25,Brown,28,39,121,Moderate
25.7,9.4,3.2,27,Black,26,36,14,High
29.7,9.2,3.2,13,Green,38,280,38,High
32.8,9.2,4.2,31,Dark Green,29,251,124,High
33.1,8.2,4.1,34,Dark Green,27,153,19,High
25.6,7.4,3.3,28,Brown,17,285,102,High
24.6,6.6,4.0,6,Black,0,46,115,High
30.7,8.4,4.1,26,Dark Green,9,169,4,Moderate
29.3,8.3,4.1,25,Black,2,196,1,Moderate
32.4,7.8,7.5,11,Dark Green,15,238,141,Moderate
29.0,7.5,4.5,30,Brown,7,294,84,Healthy
31.0,6.9,7.8,21,Light Green,38,129,116,Moderate
30.9,9.3,5.7,15,Black,16,277,43,High
26.6,8.0,5.2,21,Black,40,141,58,Moderate
27.0,7.7,7.1,19,Black,24,30,49,Moderate
26.8,7.7,6.0,34,Dark Green,32,201,27,Moderate
28.4,6.8,6.7,33,Brown,40,282,4,Moderate
32.0,7.7,2.4,5,Brown,8,292,131,Moderate
32.7,8.1,2.3,21,Light Green,17,160,85,Moderate
27.2,8.5,3.9,9,Dark Green,19,71,129,High
30.8,7.4,3.9,22,Dark Green,27,106,36,High
33.2,7.7,4.4,10,Light Green,5,116,84,Healthy
27.8,9.2,4.0,15,Green,16,31,101,Moderate
30.5,6.8,4.3,35,Black,1,48,41,Moderate
28.7,8.5,6.5,16,Dark Green,13,170,51,Healthy
34.8,9.1,7.6,11,Black,30,222,68,High
34.1,7.7,5.0,34,Brown,29,172,74,Moderate
32.2,8.4,2.5,18,Brown,6,141,71,Moderate
31.2,8.9,7.0,23,Black,25,209,2,High
31.2,8.0,6.8,11,Dark Green,31,160,99,Moderate
34.0,8.0,4.6,30,Light Green,2,291,73,Healthy
26.2,8.4,2.3,13,Green,16,100,132,Moderate
34.5,9.3,5.9,22,Green,0,40,90,Moderate
32.1,6.7,5.3,20,Black,3,267,75,Moderate
26.9,7.3,7.9,5,Dark Green,36,78,123,Moderate
32.0,6.7,3.1,10,Black,19,58,88,High
33.5,9.2,5.3,11,Brown,8,104,53,Moderate
27.6,8.3,3.9,6,Brown,33,174,129,Moderate
28.6,8.0,3.5,27,Black,12,111,46,Moderate
26.2,7.0,6.9,31,Brown,33,88,107,Moderate
28.2,8.8,6.0,33,Dark Green,11,153,37,Moderate
29.5,9.2,3.7,27,Brown,0,29,137,Moderate
32.7,8.8,6.1,11,Black,17,162,113,High
33.8,7.0,5.7,30,Brown,32,241,78,Moderate
28.1,8.2,3.2,24,Black,31,70,79,High
28.5,7.5,4.5,11,Light Green,14,284,131,Healthy
32.4,7.6,6.6,15,Black,7,28,26,Moderate
30.6,8.3,4.8,14,Black,35,295,97,Moderate
27.6,8.1,2.4,25,Black,11,207,150,Moderate
26.7,8.3,5.5,24,Black,20,103,14,Moderate
25.5,6.6,7.2,8,Dark Green,22,99,92,High
29.5,8.2,5.4,17,Light Green,8,180,103,Healthy
34.4,7.7,6.2,5,Light Green,26,112,116,Moderate
24.8,8.6,5.9,11,Brown,38,153,33,Moderate
30.1,7.5,3.8,24,Dark Green,27,240,119,High
25.1,7.2,7.7,8,Green,12,34,107,Moderate
25.5,7.5,7.4,14,Dark Green,10,269,43,Moderate
33.8,9.4,3.1,21,Dark Green,35,273,93,High
27.6,6.5,7.2,20,Brown,18,276,27,Moderate
26.3,7.3,4.2,11,Light Green,26,121,105,Moderate
24.2,7.9,3.1,12,Light Green,1,39,82,Moderate
32.5,6.6,5.7,33,Brown,23,150,53,Moderate
32.3,8.4,5.4,31,Dark Green,12,239,65,Moderate
24.7,8.3,6.3,32,Green,22,137,98,Moderate
27.4,8.9,2.4,28,Black,5,164,15,Moderate
34.5,8.5,5.9,35,Black,20,26,35,High
25.2,9.5,6.7,31,Dark Green,37,135,33,High
29.9,7.5,4.7,11,Dark Green,38,55,16,Moderate
30.1,6.7,5.7,29,Brown,30,167,43,Moderate
28.1,7.0,3.9,31,Green,24,248,135,Moderate
28.8,7.1,3.8,28,Brown,34,214,30,High
32.4,8.6,7.1,16,Dark Green,40,60,87,Moderate
25.4,8.9,2.7,20,Brown,32,300,46,High
30.9,9.2,7.4,19,Green,35,252,82,Moderate
30.9,6.7,5.7,31,Black,21,174,65,High
27.7,8.7,3.8,34,Light Green,16,85,82,Moderate
26.6,8.9,3.2,14,Black,15,256,79,High
34.7,6.9,5.5,20,Dark Green,39,242,89,High
34.0,8.1,3.0,24,Green,6,279,70,Moderate
27.5,7.1,6.4,10,Brown,1,286,143,Healthy
33.8,8.7,3.1,5,Green,33,292,17,High
25.3,9.1,5.4,32,Black,22,92,10,High
30.9,7.2,3.2,28,Green,14,293,78,Moderate
28.3,7.6,5.3,24,Black,38,284,124,Moderate
30.0,7.2,5.7,10,Brown,23,119,108,Moderate
34.4,8.9,7.6,17,Black,20,209,119,High
34.2,9.3,4.3,17,Brown,14,284,90,Moderate
28.9,8.9,4.0,20,Brown,25,163,138,Moderate
32.4,6.8,7.1,5,Dark Green,19,298,101,High
26.6,9.3,2.5,17,Black,17,190,108,High
26.4,6.9,4.7,16,Dark Green,36,157,15,High
29.6,8.0,6.0,18,Brown,2,265,3,Healthy
28.9,8.4,4.5,16,Brown,0,241,54,Healthy
28.8,9.2,7.7,16,Dark Green,26,218,88,Moderate
25.9,8.8,5.2,28,Green,5,271,104,Healthy
29.0,8.2,6.0,30,Light Green,31,75,79,Healthy
29.5,7.6,3.7,7,Light Green,21,211,20,Moderate
31.1,6.8,7.4,11,Green,31,35,81,Moderate
34.3,7.4,7.7,34,Light Green,36,136,129,Moderate
29.5,9.2,4.9,12,Black,33,247,78,High
33.0,9.1,3.3,24,Brown,35,193,130,High
26.3,7.7,6.2,12,Dark Green,4,116,22,Healthy
33.7,7.1,4.5,30,Light Green,17,265,43,Moderate
28.8,9.3,7.5,25,Green,17,255,61,Moderate
34.8,8.5,2.5,11,Light Green,5,116,97,Moderate
29.4,7.8,5.2,15,Light Green,28,89,1,Healthy
28.4,9.0,4.5,16,Brown,8,197,13,Moderate
31.9,9.1,5.8,11,Green,31,275,65,Moderate
26.2,7.1,2.1,29,Dark Green,39,152,9,High
30.5,8.8,3.3,34,Light Green,2,60,50,Moderate
33.0,8.7,2.8,9,Brown,29,133,86,High
29.6,8.7,3.1,11,Green,31,171,81,Moderate
30.1,7.9,5.0,16,Green,32,201,110,Healthy
28.1,8.8,5.4,14,Black,22,174,82,Moderate
25.0,9.1,7.0,34,Black,25,66,146,High
26.0,9.3,4.5,26,Light Green,19,220,20,Moderate
31.2,7.2,6.0,20,Light Green,3,242,103,Healthy
28.3,7.3,7.2,6,Green,23,237,135,Moderate
31.4,9.3,5.9,33,Brown,37,29,57,Moderate
25.8,9.5,6.5,23,Black,2,185,28,Moderate
34.9,8.4,7.0,33,Dark Green,28,210,69,Moderate
27.4,8.6,4.7,15,Black,6,79,3,Moderate
33.0,9.2,5.8,29,Brown,0,291,136,Moderate
25.3,8.7,6.0,16,Light Green,39,126,122,Moderate
25.4,8.8,6.9,34,Green,19,212,63,Moderate
29.4,6.6,5.2,13,Light Green,1,67,70,Healthy
28.8,6.6,2.6,12,Light Green,39,43,84,High
33.9,7.0,7.6,22,Brown,1,246,51,Moderate
24.7,8.8,5.2,18,Green,34,215,16,Moderate
28.2,7.5,7.7,20,Black,30,128,127,Moderate
34.9,8.3,3.2,28,Green,39,85,24,High
27.0,7.3,7.4,5,Light Green,33,74,125,Moderate
30.9,6.8,8.0,10,Black,14,273,74,Moderate
24.2,9.4,4.3,15,Light Green,10,110,66,Moderate
30.6,7.8,7.1,28,Light Green,33,250,103,Healthy
31.5,7.8,5.7,23,Brown,24,25,149,Moderate
30.8,7.5,5.0,5,Dark Green,0,80,132,Healthy
26.7,7.0,2.5,14,Green,2,235,149,Moderate
26.0,6.9,6.5,16,Dark Green,2,228,63,Moderate
32.2,8.5,6.6,23,Dark Green,40,74,31,Moderate
25.8,9.3,5.5,21,Black,16,43,58,High
33.2,8.9,3.9,15,Dark Green,30,285,95,High
34.0,7.1,3.5,19,Green,35,87,121,High
28.7,9.0,5.4,7,Black,33,90,99,Moderate
28.8,8.9,4.3,10,Black,21,141,8,High
27.8,7.7,5.7,27,Light Green,21,92,99,Healthy
24.4,9.2,3.2,20,Dark Green,16,240,98,High
29.4,8.5,3.7,11,Dark Green,34,215,110,High
30.7,6.6,5.5,10,Brown,34,256,110,Moderate
32.8,6.5,2.6,13,Brown,35,273,5,High
24.9,8.0,4.7,29,Light Green,39,234,14,Moderate
28.4,7.1,7.9,10,Light Green,25,179,13,Moderate
29.0,7.8,3.4,27,Black,36,288,143,High
29.5,8.0,5.3,17,Green,20,62,89,Healthy
33.5,7.4,5.8,21,Light Green,21,214,69,Moderate
34.1,7.6,2.7,5,Light Green,27,228,37,High
32.0,7.5,7.7,16,Black,16,87,61,Moderate
34.6,8.9,4.6,22,Dark Green,10,234,128,Moderate
31.1,8.1,5.9,24,Green,0,39,95,Healthy
33.6,6.5,6.0,35,Light Green,37,284,147,Moderate
28.3,6.5,4.3,9,Brown,11,87,134,Moderate
25.3,9.4,3.5,23,Black,34,89,25,High
34.6,8.8,6.9,8,Black,38,277,70,High
27.0,6.9,4.9,13,Dark Green,27,105,52,High
28.2,7.8,6.8,21,Black,10,57,58,Moderate
32.7,6.6,3.5,35,Green,14,31,48,Moderate
27.0,9.4,6.4,13,Dark Green,12,124,135,Moderate
33.8,7.3,4.4,14,Green,5,106,130,Moderate
32.1,7.9,6.1,15,Brown,2,290,134,Healthy
26.1,9.3,7.4,33,Green,29,221,14,Moderate
26.0,7.7,4.3,7,Black,19,96,28,Moderate
27.9,7.6,7.9,28,Brown,3,188,105,Healthy
28.2,9.5,7.6,12,Brown,22,240,64,Moderate
24.9,9.3,6.6,30,Light Green,32,158,16,Moderate
25.5,9.1,7.5,33,Black,21,273,12,High
30.4,7.4,6.7,23,Black,0,225,111,Moderate
33.0,9.3,7.4,14,Black,7,148,135,Moderate
32.4,8.9,5.0,24,Dark Green,30,273,47,Moderate
32.6,6.8,2.2,18,Dark Green,5,166,38,High
34.6,7.9,3.1,29,Dark Green,23,50,40,High
34.9,8.8,4.2,19,Green,37,234,141,Moderate
25.3,8.8,5.4,31,Black,22,64,63,High
25.5,8.6,3.7,6,Green,18,298,93,High
34.8,7.0,6.7,7,Green,3,261,51,Healthy
29.6,7.4,6.3,7,Dark Green,3,134,30,Healthy
30.1,9.2,5.5,5,Light Green,26,45,79,Moderate
25.1,7.5,6.6,15,Brown,10,217,116,Moderate
29.1,7.3,4.4,26,Dark Green,27,253,50,Moderate
24.8,8.8,6.7,22,Brown,7,62,7,Moderate
25.3,8.4,3.0,14,Light Green,39,246,128,High
29.0,6.6,7.5,10,Brown,0,297,122,Healthy
25.9,7.5,5.9,8,Black,1,237,35,Moderate
28.5,9.1,7.9,17,Brown,27,197,70,Moderate
30.6,7.7,7.0,22,Green,17,190,63,Healthy
26.4,8.5,3.8,33,Green,36,255,47,Moderate
34.0,6.6,3.2,28,Brown,32,157,72,High
30.6,7.5,3.5,11,Dark Green,2,228,139,Moderate
30.9,8.9,6.5,6,Black,20,272,20,Moderate
31.0,8.0,7.5,22,Dark Green,3,292,65,Healthy
29.4,9.2,2.6,21,Light Green,39,177,112,High
29.9,9.0,6.4,18,Light Green,6,64,66,Healthy
32.9,8.1,2.5,27,Brown,3,174,10,Moderate
33.7,8.7,4.2,21,Black,26,230,131,High
31.7,8.9,5.0,31,Dark Green,19,22,10,Moderate
34.1,7.6,2.1,16,Brown,23,266,94,High
26.2,7.3,6.9,14,Dark Green,13,92,22,Moderate
30.9,7.6,5.1,15,Light Green,4,121,72,Healthy
32.7,8.2,5.7,9,Dark Green,36,90,117,Moderate
30.9,9.4,3.8,25,Green,12,176,110,Moderate
26.6,7.6,6.9,35,Brown,1,217,131,Healthy
28.2,7.4,2.2,23,Light Green,24,91,83,Moderate
30.3,7.3,6.8,26,Dark Green,14,77,135,Moderate
32.8,7.8,7.8,5,Green,25,272,143,Moderate
34.9,9.3,6.8,13,Brown,38,126,55,High
26.9,8.2,6.8,31,Brown,19,95,140,Moderate
31.8,9.1,8.0,22,Green,16,92,150,Moderate
25.7,7.7,7.8,8,Green,29,158,68,Moderate
28.7,9.3,5.6,10,Black,6,117,87,Moderate
26.3,6.7,6.5,17,Green,17,37,72,Moderate
30.2,8.6,6.2,11,Black,27,289,42,Moderate
34.9,9.0,7.9,17,Brown,10,109,46,Moderate
33.6,6.5,6.8,9,Brown,7,50,126,Moderate
26.2,8.1,3.4,19,Brown,12,63,92,Moderate
34.1,7.4,6.0,6,Brown,25,52,53,Moderate
33.8,6.5,2.6,10,Brown,18,160,21,High
25.1,7.9,7.8,9,Black,22,274,45,High
25.2,7.6,5.3,18,Black,20,239,37,High
26.1,7.3,5.0,33,Green,30,286,127,Moderate
29.6,9.1,7.0,16,Dark Green,26,253,30,Moderate
25.2,6.6,4.9,9,Black,30,260,111,High
26.9,8.0,3.2,28,Black,28,78,106,High
30.3,9.3,5.4,6,Light Green,12,30,135,Healthy
28.7,9.2,5.7,18,Dark Green,3,130,81,Moderate
25.7,9.3,5.2,25,Green,34,236,143,Moderate
26.3,8.9,2.6,12,Green,29,64,145,Moderate
30.9,8.6,3.2,5,Dark Green,34,282,66,High
34.7,8.5,3.3,5,Brown,29,294,94,High
29.3,8.0,6.4,28,Dark Green,35,161,5,Moderate
32.6,9.1,2.6,25,Black,5,202,32,High
24.4,7.3,3.6,26,Light Green,5,172,47,Moderate
32.1,9.4,7.1,20,Light Green,9,78,134,Moderate
28.8,9.0,2.3,19,Green,4,38,130,Moderate
32.5,7.9,7.3,17,Black,19,143,35,Moderate
27.3,8.2,6.4,27,Black,16,224,67,Moderate
33.8,8.5,6.2,20,Black,25,66,30,High
24.2,7.0,7.6,5,Green,30,131,60,Moderate
32.7,9.0,6.9,18,Dark Green,4,98,48,Moderate
28.1,7.1,5.8,29,Light Green,10,160,58,Healthy
28.1,7.6,4.9,25,Black,29,145,150,Moderate
25.7,9.1,4.0,13,Dark Green,26,247,6,High
29.6,9.2,6.6,16,Light Green,11,226,4,Healthy
25.8,7.5,4.5,16,Green,22,33,6,Moderate
24.2,6.8,3.4,22,Dark Green,21,151,13,High
33.7,8.7,3.7,34,Light Green,27,198,139,High
31.5,7.8,5.6,17,Black,11,66,145,Moderate
27.1,6.6,7.4,8,Black,34,189,20,High
34.0,8.8,6.6,20,Dark Green,33,60,46,High
34.2,6.9,2.9,19,Dark Green,27,155,10,High
26.9,9.4,6.7,30,Light Green,40,227,11,Moderate
30.2,7.4,5.5,18,Green,3,61,41,Healthy
25.4,8.4,3.0,7,Brown,9,114,99,Moderate
28.4,7.5,5.5,27,Light Green,6,136,97,Healthy
34.7,8.5,4.7,24,Light Green,28,229,113,Moderate
27.3,7.4,7.2,14,Green,33,184,40,Moderate
31.8,6.8,2.8,33,Green,40,176,43,High
25.0,8.9,3.1,11,Light Green,15,42,38,Moderate
25.6,8.0,4.8,18,Dark Green,23,255,30,High
34.7,8.7,4.8,17,Black,22,213,144,High
27.0,7.4,7.2,6,Dark Green,33,111,1,Moderate
26.1,8.1,5.2,32,Black,27,272,126,Moderate
33.4,8.6,2.5,12,Light Green,36,191,54,High
24.0,7.1,4.5,22,Black,18,56,133,High
29.5,9.3,3.1,23,Brown,32,153,143,High
27.0,7.0,2.3,10,Light Green,33,96,124,Moderate
24.7,7.5,7.3,35,Light Green,33,115,77,Moderate
31.0,7.2,7.5,10,Brown,29,98,85,Moderate
31.8,7.9,7.4,33,Black,7,241,148,Moderate
28.7,8.2,3.9,29,Black,30,126,122,High
29.5,9.1,5.7,27,Green,10,192,68,Healthy
26.1,9.2,6.6,17,Black,34,190,63,High
31.4,7.8,6.5,22,Brown,5,58,121,Healthy
25.3,8.3,6.6,31,Black,35,134,134,High
28.7,6.6,6.8,7,Dark Green,24,194,54,Moderate
32.4,7.6,7.3,18,Black,31,71,48,Moderate
24.6,6.8,3.0,16,Light Green,15,164,124,High
30.9,6.8,5.0,27,Light Green,8,266,69,Healthy
26.0,9.3,5.5,32,Black,17,50,73,High
26.0,7.3,6.9,20,Brown,1,75,68,Healthy
24.2,8.9,5.2,32,Light Green,19,73,95,Moderate
25.2,6.6,5.4,14,Green,30,256,22,Moderate
31.8,9.5,5.8,21,Brown,38,87,122,Moderate
25.9,8.2,3.3,13,Brown,31,223,135,High
29.1,6.7,3.7,24,Dark Green,38,106,17,High
27.9,7.0,2.7,26,Light Green,12,92,58,Moderate
29.3,8.1,4.5,14,Light Green,37,287,103,Moderate
29.3,7.3,4.9,13,Dark Green,10,212,141,Moderate
24.4,8.3,3.3,25,Brown,14,300,150,Moderate
25.4,7.3,7.4,12,Light Green,19,299,142,Moderate
24.9,8.1,4.5,31,Green,32,79,111,Moderate
31.5,6.9,2.0,25,Brown,5,106,141,Moderate
24.9,7.7,2.1,13,Green,25,232,145,High
29.8,9.0,6.9,10,Green,25,163,17,Moderate
33.0,7.4,7.5,18,Dark Green,31,22,53,Moderate
26.1,8.0,2.1,6,Brown,32,121,112,Moderate
29.1,7.1,2.1,11,Dark Green,8,26,15,Moderate
29.3,8.4,5.7,20,Brown,6,283,90,Healthy
34.5,7.9,7.4,14,Green,35,222,19,Moderate
34.5,7.8,4.6,16,Brown,8,124,99,Moderate
32.3,8.2,7.3,33,Dark Green,34,154,124,Moderate
28.8,6.6,5.9,9,Brown,26,296,49,Moderate
24.3,8.5,6.6,31,Green,22,64,76,Moderate
30.1,7.2,3.7,23,Green,38,104,87,Moderate
29.3,8.9,7.9,30,Black,34,299,68,Moderate
34.7,8.7,5.0,15,Light Green,18,233,140,Moderate
27.8,9.0,4.3,17,Green,40,216,40,Moderate
33.6,8.7,7.8,33,Green,6,195,52,Moderate
32.0,6.6,3.8,18,Black,32,37,12,High
26.5,7.7,3.1,22,Brown,16,271,80,Moderate
25.0,9.1,2.2,26,Light Green,1,78,24,Moderate
27.1,7.4,5.1,19,Light Green,24,79,78,Moderate
26.8,7.8,7.5,16,Dark Green,20,118,129,Moderate
27.7,7.4,3.2,17,Green,33,218,82,Moderate
33.1,7.1,4.2,19,Black,37,94,18,High
28.1,7.4,4.6,11,Brown,21,259,17,Moderate
33.2,7.3,4.2,19,Dark Green,11,24,135,Moderate
33.7,7.7,4.0,28,Dark Green,21,75,118,High
34.5,6.8,5.7,10,Light Green,27,133,97,Moderate
30.1,8.4,2.0,18,Dark Green,33,76,44,High
31.9,6.8,7.5,27,Green,24,278,35,Moderate
24.7,9.2,6.8,8,Green,26,48,58,Moderate
30.0,6.9,5.7,29,Black,38,184,34,High
28.7,7.7,7.3,7,Green,24,143,66,Healthy
25.7,8.5,7.6,8,Black,16,173,81,High
25.9,8.0,4.1,23,Light Green,22,181,97,Moderate
30.3,8.0,2.7,27,Green,27,103,8,Moderate
24.3,8.0,4.7,22,Green,35,29,106,Moderate
34.3,6.5,3.7,9,Brown,22,173,114,High
24.9,9.0,7.9,29,Black,19,225,48,High
31.8,9.5,5.7,33,Green,18,141,124,Moderate
29.0,9.4,3.6,10,Brown,27,281,29,High
25.7,8.7,6.8,22,Light Green,4,67,17,Healthy
31.9,6.5,2.2,7,Dark Green,12,101,13,High
33.9,7.9,3.6,9,Brown,15,290,93,Moderate
29.3,7.4,3.7,10,Green,12,87,44,Moderate
26.1,6.6,6.8,31,Black,18,78,61,High
32.5,8.1,2.0,15,Light Green,2,38,69,Moderate
25.5,8.1,6.3,30,Light Green,29,156,66,Moderate
26.1,9.1,4.4,30,Dark Green,36,277,6,High
27.7,8.9,3.3,19,Brown,3,79,22,Moderate
34.1,8.8,4.2,10,Light Green,23,167,62,Moderate
31.4,6.6,4.2,19,Dark Green,9,74,88,Moderate
25.8,8.7,6.0,24,Brown,36,60,46,Moderate
26.5,8.4,4.7,14,Light Green,22,74,14,Moderate
31.2,6.5,4.5,17,Green,36,126,146,Moderate
34.7,6.6,4.6,13,Light Green,40,193,34,High
34.2,8.0,7.1,19,Green,30,79,22,Moderate
26.7,7.0,2.4,13,Dark Green,25,52,18,High
31.7,8.2,7.4,8,Light Green,25,69,9,Moderate
34.9,8.2,2.4,24,Dark Green,13,292,34,High
25.0,8.4,3.8,31,Dark Green,30,162,85,High
28.7,9.3,5.0,14,Dark Green,29,185,38,Moderate
33.1,8.6,6.4,22,Light Green,31,181,112,Moderate
25.8,8.1,3.3,14,Black,9,207,96,High
24.5,7.9,3.3,17,Light Green,17,290,87,High
31.7,7.4,3.0,11,Light Green,16,178,63,High
31.5,8.6,6.8,29,Black,28,182,36,High
24.0,9.2,7.2,11,Green,1,245,135,Moderate
34.8,7.1,5.4,31,Dark Green,9,119,30,Moderate
25.7,6.6,3.8,31,Green,10,36,41,High
24.7,8.4,7.9,17,Light Green,17,226,10,Moderate
33.2,8.7,5.8,14,Green,38,297,41,Moderate
26.5,8.6,4.2,18,Black,17,272,143,High
27.5,9.4,3.9,32,Green,12,54,109,Moderate
26.1,9.0,4.4,33,Black,18,98,5,High
34.8,6.9,7.7,13,Dark Green,9,294,99,Moderate
29.1,8.9,6.6,23,Dark Green,17,212,109,Moderate
29.2,9.2,2.8,18,Black,16,275,105,High
28.9,8.7,3.5,21,Brown,23,198,21,High
31.8,7.2,3.1,32,Black,20,186,84,High
33.3,7.3,4.1,22,Black,31,107,130,High
29.7,9.4,2.8,34,Green,9,292,2,Moderate
32.0,6.9,5.6,29,Green,19,190,3,Moderate
27.8,9.0,6.6,9,Green,9,246,145,Healthy
32.4,9.5,2.2,7,Light Green,36,25,69,High
33.0,8.0,4.0,27,Light Green,4,188,103,Healthy
33.8,7.9,4.9,33,Light Green,4,125,47,Healthy
33.7,8.3,5.6,18,Brown,11,250,98,Moderate
34.8,7.7,2.7,31,Dark Green,31,85,86,High
30.3,9.1,3.0,17,Dark Green,3,102,47,Moderate
29.5,9.2,4.7,8,Black,29,124,65,High
32.7,7.2,5.8,12,Brown,26,84,128,Moderate
26.8,9.1,3.4,35,Dark Green,36,20,48,High
29.9,8.8,3.2,20,Brown,15,124,11,Moderate
33.1,8.3,6.5,18,Green,40,114,74,Moderate
34.0,8.5,5.6,19,Brown,16,217,56,Moderate
32.0,8.5,7.9,13,Black,23,154,93,Moderate
34.9,8.6,3.9,30,Dark Green,1,28,83,High
30.5,8.6,3.0,33,Black,40,47,92,High
32.1,7.7,5.1,34,Brown,40,101,115,Moderate
27.4,7.7,6.1,29,Green,16,200,111,Healthy
30.5,7.8,6.9,35,Dark Green,12,53,104,Healthy
30.8,6.8,5.2,10,Dark Green,33,299,34,Moderate
25.4,7.9,2.9,20,Dark Green,40,207,127,High
30.7,8.2,5.8,23,Green,37,233,66,Healthy
27.7,7.8,2.2,7,Black,4,93,113,Moderate
26.7,6.8,4.9,19,Green,12,58,44,Moderate
24.9,8.4,7.4,27,Brown,30,21,96,Moderate
32.5,9.0,7.1,35,Dark Green,5,40,131,Moderate
25.4,8.9,4.3,30,Light Green,15,109,71,Moderate
34.2,8.3,4.6,8,Green,7,183,102,Moderate
33.7,9.2,7.9,29,Light Green,10,23,145,Moderate
34.2,8.6,7.6,22,Dark Green,37,255,60,High
30.0,7.3,2.8,28,Green,37,142,18,Moderate
26.8,8.2,4.1,19,Light Green,29,245,109,Moderate
30.7,6.5,4.5,7,Black,5,259,11,Moderate
33.6,9.3,5.2,23,Brown,40,193,60,High
28.2,6.5,7.1,18,Light Green,7,50,126,Healthy
33.1,9.2,5.6,17,Brown,17,20,7,High
30.1,6.9,5.3,10,Brown,3,74,78,Healthy
